person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio,residual_income_after_loan,employment_tenure_band,risk_level
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,0.1189,162992,MID,MEDIUM
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,0.0136,181500,MID,LOW
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,0.1163,152000,MID,MEDIUM
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,0.1093,163000,EARLY,LOW
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,10.99,0,0.01,N,2,0.0055,182000,EARLY,LOW
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,0.082,167952,MID,LOW
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,0.3378,49004,MID,MEDIUM
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,10.99,1,0.34,Y,4,0.3378,49004,LONG,MEDIUM
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,0.3086,56000,MID,LOW
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,0.3064,56600,NEW,LOW
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,0.3049,57000,MID,LOW
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,0.3012,58000,MID,LOW
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,0.3012,58000,MID,MEDIUM
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,0.1,162000,MID,HIGH
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,0.1556,152000,MID,LOW
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,0.2778,10400,EARLY,MEDIUM
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,0.1458,12300,NEW,LOW
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,0.2959,59500,MID,MEDIUM
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,0.2941,60000,MID,LOW
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,0.0778,166000,MID,LOW
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,0.0667,168000,EARLY,LOW
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,0.07,132800,MID,MEDIUM
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,10.99,1,0.41,N,4,0.4092,8664,NEW,MEDIUM
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,0.2874,62000,MID,LOW
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,0.3333,50000,NEW,HIGH
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,0.3289,51000,MID,LOW
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,0.3776,41215,NEW,HIGH
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,0.2778,65000,MID,LOW
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,0.4133,8800,NEW,HIGH
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,0.1389,155000,EARLY,LOW
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,0.1167,159000,MID,LOW
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,0.1111,160000,MID,MEDIUM
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,0.0556,170000,NEW,LOW
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,0.0553,170050,EARLY,LOW
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4,0.2983,10525,MID,LOW
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,0.3205,53000,EARLY,MEDIUM
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,0.3771,41300,EARLY,HIGH
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,0.2778,65000,NEW,LOW
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,0.3165,54000,MID,MEDIUM
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,0.2723,66800,EARLY,MEDIUM
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0.2717,67000,MID,LOW
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.2717,67000,NEW,MEDIUM
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.2671,68600,EARLY,LOW
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.1167,13250,NEW,MEDIUM
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.3544,45550,EARLY,HIGH
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.2983,58800,EARLY,MEDIUM
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.0149,172400,EARLY,LOW
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.0457,167000,LONG,LOW
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,0.1029,157000,MID,LOW
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.12,154000,MID,LOW
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.2667,11000,EARLY,LOW
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.3067,10400,EARLY,LOW
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.2841,63000,MID,HIGH
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.3342,49800,EARLY,LOW
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.2841,63000,NEW,LOW
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.1167,13250,EARLY,MEDIUM
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.2841,63000,EARLY,LOW
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.25,75000,NEW,LOW
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.24,11400,NEW,LOW
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.2441,77400,MID,LOW
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.2717,67000,NEW,HIGH
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.2688,68000,NEW,HIGH
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.02,171500,MID,MEDIUM
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.0411,167800,EARLY,LOW
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.0515,165708,MID,LOW
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.0506,165200,EARLY,LOW
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.069,162000,MID,LOW
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.1543,137000,MID,HIGH
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.0576,163467,LONG,LOW
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.2117,11825,NEW,MEDIUM
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.2604,71000,EARLY,HIGH
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.0992,13620,NEW,MEDIUM
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.2553,72908,MID,MEDIUM
26,110000,RENT,3.0,PERSONAL,C,25000,10.99,0,0.23,Y,2,0.2273,85000,EARLY,MEDIUM
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.1842,12404,MID,LOW
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.188,129600,NEW,HIGH
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.105,153500,MID,LOW
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.0588,160004,EARLY,LOW
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.1582,133004,NEW,HIGH
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.0765,157000,NEW,LOW
24,83300,RENT,0.0,MEDICAL,D,25000,10.99,1,0.26,N,2,0.3001,58300,NEW,MEDIUM
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.2273,85000,MID,HIGH
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.1628,12860,MID,LOW
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.0372,129300,EARLY,MEDIUM
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.1176,150000,EARLY,LOW
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.2486,75580,MID,MEDIUM
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.2212,88000,MID,MEDIUM
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.2083,95000,MID,LOW
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.2083,95000,MID,LOW
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.2083,95000,MID,LOW
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.2723,66800,MID,HIGH
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.0641,14600,MID,LOW
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.2315,83000,EARLY,LOW
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.1923,104996,MID,LOW
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.1923,105000,EARLY,HIGH
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.1923,105000,MID,LOW
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.1176,150000,EARLY,LOW
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.0706,158000,NEW,HIGH
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.0828,155000,NEW,LOW
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.1437,144500,LONG,MEDIUM
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.1186,148600,EARLY,LOW
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.0107,166488,MID,LOW
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.2083,133000,EARLY,LOW
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.1875,108300,MID,LOW
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.2115,12300,MID,LOW
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.1866,109000,MID,MEDIUM
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.1866,109000,MID,LOW
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.2051,12400,NEW,HIGH
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.1852,110000,MID,LOW
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.1843,110660,LONG,LOW
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.1724,120000,NEW,LOW
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.1667,125000,EARLY,LOW
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.0582,155400,EARLY,LOW
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.1569,129000,MID,HIGH
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.1212,145000,MID,LOW
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.1515,140000,NEW,MEDIUM
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.1212,145000,MID,LOW
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.375,10000,MID,MEDIUM
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.1422,13725,EARLY,MEDIUM
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.125,14000,MID,LOW
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.1689,123000,NEW,MEDIUM
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.35,10400,NEW,LOW
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.2263,12395,EARLY,HIGH
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.3417,10594,EARLY,LOW
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.1429,150000,EARLY,LOW
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.1235,14200,MID,LOW
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.1351,160000,MID,MEDIUM
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.1543,137000,MID,LOW
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.1863,131000,LONG,LOW
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.2188,125000,NEW,LOW
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.1111,200000,MID,LOW
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.3049,11400,NEW,LOW
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.2652,12125,MID,LOW
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.5,24750,MID,MEDIUM
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.4125,35250,EARLY,MEDIUM
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.291,59700,MID,LOW
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.119,14800,MID,LOW
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.2663,67500,MID,LOW
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.2188,125000,MID,LOW
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.075,148000,MID,MEDIUM
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.075,148000,NEW,LOW
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.1562,135000,MID,MEDIUM
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.0795,115800,NEW,LOW
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.4491,29750,EARLY,MEDIUM
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.388,38250,NEW,MEDIUM
24,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,10.99,1,0.23,N,3,0.2321,12900,EARLY,LOW
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.3545,44150,MID,HIGH
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.4327,31795,NEW,HIGH
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.3277,49750,MID,HIGH
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.3705,41203,MID,HIGH
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.2697,65658,NEW,LOW
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.3109,53750,NEW,HIGH
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.2425,75750,NEW,HIGH
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.2354,78750,MID,MEDIUM
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,N,3,0.0562,151000,EARLY,LOW
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.0938,145000,MID,LOW
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.125,140000,EARLY,LOW
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.1562,135000,EARLY,HIGH
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,N,4,0.0859,146250,NEW,LOW
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.0953,144750,EARLY,MEDIUM
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.125,140000,EARLY,MEDIUM
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.2827,12050,NEW,HIGH
25,111996,RENT,9.0,PERSONAL,D,24250,10.99,0,0.22,N,3,0.2165,87746,MID,LOW
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.3571,10800,NEW,MEDIUM
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.2105,90950,NEW,MEDIUM
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.1684,119750,NEW,LOW
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.0845,262750,EARLY,LOW
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.2236,83850,NEW,MEDIUM
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.5581,19000,MID,HIGH
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.5106,23004,NEW,MEDIUM
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.5,24000,EARLY,HIGH
26,48000,RENT,4.0,MEDICAL,A,24000,10.99,1,0.5,N,3,0.5,24000,EARLY,MEDIUM
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.5338,20964,EARLY,HIGH
25,52000,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,0.4615,28000,EARLY,MEDIUM
22,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,0.1297,15102,EARLY,MEDIUM
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.5106,23000,EARLY,HIGH
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.0575,16400,MID,LOW
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.4898,25000,EARLY,HIGH
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.4,36000,NEW,MEDIUM
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.4,36000,EARLY,MEDIUM
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.4,36000,NEW,MEDIUM
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,0.4,36000,MID,MEDIUM
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,0.3871,38004,MID,MEDIUM
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,0.3846,38400,EARLY,MEDIUM
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,10.99,1,0.37,N,2,0.3692,41000,LONG,MEDIUM
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,Y,3,0.2801,12785,MID,MEDIUM
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,0.4068,35000,MID,HIGH
23,66000,RENT,6.0,VENTURE,A,24000,10.99,1,0.36,N,4,0.3636,42000,MID,MEDIUM
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,0.4,36000,NEW,MEDIUM
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,0.3629,42143,MID,MEDIUM
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,0.3855,38250,EARLY,HIGH
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,0.3429,46000,MID,LOW
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,0.3243,50000,MID,LOW
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,0.1667,15000,EARLY,LOW
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,0.32,51000,MID,LOW
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,0.32,51000,MID,LOW
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,10.99,1,0.32,N,3,0.32,51000,MID,LOW
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,0.3478,45000,NEW,MEDIUM
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,0.3077,54000,EARLY,LOW
22,18000,OWN,4.0,VENTURE,B,2000,11.49,0,0.11,N,3,0.1111,16000,EARLY,LOW
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0.3,56000,EARLY,LOW
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,0.1944,14500,NEW,LOW
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,0.2222,14000,EARLY,LOW
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,0.3213,50700,MID,LOW
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0.2709,64596,EARLY,LOW
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0.2526,71000,EARLY,LOW
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,0.2892,59000,MID,MEDIUM
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0.2526,71000,MID,LOW
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,0.2722,13100,EARLY,MEDIUM
21,18000,OWN,4.0,EDUCATION,B,5000,11.11,1,0.28,N,2,0.2778,13000,EARLY,LOW
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0.24,76000,MID,LOW
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0.2182,86000,MID,LOW
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,0.3472,11750,NEW,LOW
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,10.99,1,0.24,Y,2,0.2449,74000,MID,HIGH
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,0.2311,79872,MID,MEDIUM
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0.2,96000,EARLY,LOW
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0.2,96000,NEW,LOW
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,0.2222,84000,MID,MEDIUM
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0.1934,100080,EARLY,MEDIUM
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,0.1389,15500,NEW,MEDIUM
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0.1846,106000,MID,LOW
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0.1778,111000,MID,LOW
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0.1778,111000,EARLY,LOW
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,0.2092,90750,EARLY,HIGH
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0.16,126000,NEW,LOW
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,0.1739,114000,MID,HIGH
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,0.7222,5000,MID,MEDIUM
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,0.3472,11750,NEW,LOW
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0.1548,131000,MID,LOW
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,0.1622,124000,NEW,HIGH
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,Y,2,0.1412,146000,EARLY,MEDIUM
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0.1389,15500,NEW,LOW
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,0.5462,19921,MID,MEDIUM
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0.1979,96250,EARLY,LOW
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,0.4291,31396,EARLY,MEDIUM
